Title,Address,District,KT,LB,LT,Price,index
dijual rumah posisi hook di pratista,antapani,antapani,3.0,140,185,1650000000.0,1
rumah di jual   lokasi katapang dkt cibaduyut,cibaduyut,bojongloa kidul,2.0,60,124,600000000.0,1
dijual rumah minimalis di cisaranten kulon,cisaranten kulon,arcamanik,2.0,60,135,670000000.0,1
dijual rumah murah siap huni di arcamanik,arcamanik,arcamanik,4.0,112,114,975000000.0,1
"rumah dengan view danau,mendapatkan ide kreatif di esyana bandung | a 1.10.2.2-0",gedebage,gedebage,4.0,421,375,8608050000.0,1
"rumah 2 lantai di arcamanik, cisaranten  turun harga 825 juta",arcamanik,arcamanik,3.0,95,84,825000000.0,1
rumah dijual di buah batu bandung cocok  kostan,buahbatu,buahbatu,3.0,140,160,1500000000.0,1
dijual rumah di dago giri  kabupaten bandung barat,dago,coblong,4.0,275,296,2900000000.0,1
"rumah di bali garden city view, cigadung bandung",dago,coblong,3.0,72,100,1600000000.0,1
rumah siap huni turangga dekat ke buah batu,turangga,lengkong,6.0,186,300,3500000000.0,1
rumah tumbuh bandung dengan view cantik dan roof top,jatihandap,mandalajati,2.0,56,114,764000000.0,1
rumah hook di bali garden sayap cigadung dago cikutra,dago,coblong,3.0,200,173,2300000000.0,1
rumah murah 2 lantai di antapani,antapani,antapani,3.0,104,72,639000000.0,1
rumah main road pasirkaliki strategis siap huni,pasir kaliki,cicendo,10.0,349,630,30000000000.0,1
jual rumah di antapani,antapani,antapani,3.0,120,168,1600000000.0,1
dijual rumah minimalis di komplek riung bandung,buahbatu,buahbatu,4.0,150,180,2000000000.0,1
rumah mewah di kawasan dago pakar,dago,coblong,6.0,580,610,9000000000.0,1
rumah nyaman siap huni di puri dago mas antapani,antapani,antapani,5.0,173,108,1600000000.0,1
on proses rumah murah dekat ke ujungberung,ujungberung,ujungberung,2.0,31,61,249000000.0,1
"turun harga rumah di jl. pager gunung - dago, bandung",coblong,coblong,8.0,650,898,30000000000.0,1
dijual rumah kost di jl. rancakendal - bandung,cibeunying kaler,cibeunying kaler,8.0,300,169,2350000000.0,1
rumah nyaman siap huni di antapani,antapani,antapani,2.0,110,112,1700000000.0,1
rumah komp.pasirjati jatiendah cilengkrang kab.bandung,pasirjati,ujungberung,3.0,75,123,750000000.0,1
rumah di jual 2 lantai view kota bandung,mandalajati,mandalajati,3.0,150,120,1540000000.0,1
rumah moderen di perumahan mewah dekat rs al-islam bandung,rancasari,rancasari,5.0,185,189,3400000000.0,1
jual cepat hitung tanah zone komersial pinggir jalan utama bandung,andir,andir,7.0,1000,1210,20570000000.0,1
rumah hitung lahan batas kota bandung,maleber,andir,10.0,575,310,4490000000.0,1
rumah murah dibawah harga pasaran di turangga,turangga,lengkong,5.0,300,255,2500000000.0,1
"rumah di pusat kota bandung, mairoad strategis",buahbatu,buahbatu,4.0,400,288,9700000000.0,1
"rumah baru hunian mewah di lokasi terbaik di kota bandung, dago resort",dago,coblong,4.0,140,171,3750000000.0,1
rumah + kost area dago bandung,dago,coblong,3.0,200,448,5800000000.0,1
rumah murah siap huni di kodya bandung,buahbatu,buahbatu,2.0,60,88,650000000.0,1
jual cepat rumah siap huni di permata biru bandung,cibiru,cibiru,2.0,36,86,300000000.0,1
dijual rumah baru 2 lantai view lembah pegunungan di dago,dago,coblong,2.0,100,176,2760000000.0,1
"rajamantri, turangga, buahbatu. rumah ada kolam renang bandung tengah",lengkong,lengkong,8.0,600,879,8750000000.0,1
"turangga butuh cepat, harga kepepet, nego pasrah",turangga,lengkong,4.0,300,255,2500000000.0,1
"rumah baru 2 lantai di jalan budi indah, bandung utara",ledeng,cidadap,3.0,100,72,1980000000.0,1
butuh cepat mau pindah keluar kota.,batununggal,bandung kidul,3.0,100,128,1500000000.0,1
"rumah 2 lantai baru di jalan sukahaji permai, bandung",sukahaji,babakan ciparay,2.0,80,55,1500000000.0,1
rumah baru ujungberung kota bandung strategis dekat kemana-mana,antapani,antapani,3.0,50,70,654999000.0,1
"rumah ready stock murah dalam perumahan bumi panyileukan,jarang ada",rancasari,rancasari,3.0,80,99,898000000.0,1
"rumah baru dekat ke setra duta tol pasteur, 10 menit ke cimahi",sukasari,sukasari,3.0,83,70,1029375000.0,1
perumahan di lembang dekat gegerkalong setiabudhi sejuk nuansa villa,dago,coblong,2.0,70,120,1149990000.0,1
rumah baru 2 lantai lokasi strategis di antapani,antapani,antapani,3.0,90,75,1090000000.0,1
rumah siap huni 3 lantai cihapit bandung wetan,cihapit,bandung wetan,3.0,255,115,1700000000.0,1
agung podomoro park bandung type minimalis 1 lantai,buahbatu,buahbatu,2.0,36,60,990880000.0,1
murah.rumah asri di padasuka dekat saung angklung udjo,padasuka,cibeunying kidul,5.0,120,144,1150000000.0,1
dijual rumah siap huni daerah dago bandung,dago,coblong,3.0,114,140,2200000000.0,1
kostan dan ruang usaha di ujungberung bandung,ujungberung,ujungberung,8.0,150,348,1700000000.0,1
rumah mewah di ciumbuleuit bandung,ciumbuleuit,cidadap,10.0,1000,3485,300000000000.0,1
rumah siap huni kodya bandung,rancasari,rancasari,3.0,55,73,998985131.0,1
rumah murah siap huni atau untuk investasi di permana cimahi,sukahaji,babakan ciparay,3.0,60,70,675000000.0,1
rumah antapani. murah bu,antapani,antapani,2.0,50,90,950000000.0,1
rumah minimalis dago resort,dago,coblong,5.0,350,462,6500000000.0,1
"jual rumah 2 lantai siap huni di sarijadi, sukasari bandung",sukasari,sukasari,7.0,200,243,1700000000.0,1
di jual rumah lama antapani dekat jalan jakarta bandung,antapani,antapani,3.0,98,139,1500000000.0,1
"jual bu cepat di cigadung,awiligar-bandung dekat gedung sate-unpad-itb",cigadung,cibeunying kaler,3.0,180,261,2000000000.0,1
dijual rumah cluster cisaranten endah dekat soekarno hatta,arcamanik,arcamanik,2.0,54,72,850000000.0,1
"dijual rumah  jl mantraman, kel. turangga, kec. lengkong, bandung",lengkong,lengkong,6.0,549,366,6900000000.0,1
rumah siap huni dalam komplek grand sharon,rancasari,rancasari,2.0,45,78,825000000.0,1
dijual rumah taman holis indah bandung,bandung kulon,bandung kulon,4.0,150,180,1975000000.0,1
rumah baru dekat  gedung sate harga murah jarang ada lagi,cibeunying kaler,cibeunying kaler,3.0,90,209,3265000000.0,1
jual rumah adem dengan enam kamar tidur  cipedes tengah,sukagalih,sukajadi,7.0,350,318,3250000000.0,1
rumah di jl brig jend katamso dlm zona komersial kota bandung,cibeunying kaler,cibeunying kaler,21.0,350,423,18000000000.0,1
citra green dago,dago,coblong,4.0,220,261,5000000000.0,1
dijual rumah siap huni daerah cigadung raya,cibeunying kaler,cibeunying kaler,5.0,175,139,2500000000.0,1
dijual rumah siap huni di bojong kaler,coblong,coblong,5.0,194,246,2200000000.0,1
rumah siap huni di jl. samsudin,regol,regol,5.0,400,406,9000000000.0,1
rumah cantik resort dago pakar,coblong,coblong,4.0,300,327,5000000000.0,1
rumah modern di terusan sukamulya sayap pasteur,pasteur,sukajadi,4.0,325,277,5750000000.0,1
dijual rumah di pinggir jalan raya pasirkoja,bojongloa kaler,bojongloa kaler,2.0,120,98,2300000000.0,1
dijual rumah jln.tanjidor bandung,buahbatu,buahbatu,5.0,350,536,6500000000.0,1
rumah di cikutra siap huni dekat widyatama murah,cikutra,cibeunying kidul,6.0,480,402,3500000000.0,1
jual rumah lux moderen resort dago pakar dengan pemandangan gunung,dago,coblong,7.0,572,428,12000000000.0,1
dijual cepat rumah asri furnish di area cipaganti-cihampelas-sukajadi,cipaganti,coblong,6.0,400,325,9500000000.0,1
"rumah di cisaranten dalam cluster 650 jutaan, sisa 2 unit",arcamanik,arcamanik,2.0,45,58,650000000.0,1
rumah bagus di batununggal,batununggal,bandung kidul,4.0,560,375,6500000000.0,1
flash sale cikutra baru residence,cikutra,cibeunying kidul,3.0,90,220,3265000000.0,1
rumah minimalis modern di ujungberung,ujungberung,ujungberung,2.0,45,70,559000000.0,1
jual rumah di bandung buahbatu gedebage ciwastra margacinta bojongsoang riung,buahbatu,buahbatu,3.0,60,72,888743400.0,1
rumah siap huni antapani,antapani,antapani,3.0,130,108,1300000000.0,1
investasi properti terbaik: rumah dekat ikea dengan fasilitas premium!,sukaluyu,cibeunying kaler,3.0,75,84,953000000.0,1
dijual cepat rumah di buahbatu bandung,buahbatu,buahbatu,5.0,350,230,4300000000.0,1
dijual rumah murah cibaduyut,cibaduyut,bojongloa kidul,3.0,60,80,550000000.0,1
di jual rumah siap huni di resort dago pakar,dago,coblong,5.0,572,428,11000000000.0,1
"rumah minimalis r dengklok raya, antapani. siap huni",antapani,antapani,5.0,170,189,2200000000.0,1
dijual rumah di komplek parakan mas antapani,antapani,antapani,2.0,115,128,975000000.0,1
jual cepat rumah di ujungberung,ujungberung,ujungberung,2.0,66,142,800000000.0,1
dijual rumah di batununggal,batununggal,bandung kidul,3.0,90,131,1380000000.0,1
dijual rumah mewah terawat semi furnished,dago,coblong,7.0,650,748,26500000000.0,1
"rumah klasik, bagus & terawat di cikutra baru, siap huni, strategis",cihaurgeulis,cibeunying kaler,5.0,200,293,3950000000.0,1
rumah modern 3 lantai di komplek area bojong koneng,cikutra,cibeunying kidul,5.0,200,135,2300000000.0,1
dijual cepat rumah luas di arcamanik,arcamanik,arcamanik,3.0,233,122,1300000000.0,1
dijual rumah modern di bandung utara,ledeng,cidadap,5.0,350,225,2760000000.0,1
rumah 2 lantai terawat masih terlihat baru di pinus regency,cisaranten wetan,cinambo,3.0,150,107,1400000000.0,1
"rumah besar hook 
harga menarik
margacinta buah batu",batununggal,bandung kidul,6.0,450,286,2750000000.0,1
rumah dijual di jalan batununggal indah,batununggal,bandung kidul,5.0,350,240,5000000000.0,1
rumah dijual di cluster batununggal indah,batununggal,bandung kidul,5.0,250,250,6000000000.0,1
rumah dijual di jalan manglid ( tki ),kopo,bojongloa kaler,4.0,169,169,1300000000.0,1
rumah murah di puri dago mas antapani,antapani,antapani,2.0,158,118,1350000000.0,1
rumah siap huni pasteur residence,pasteur,sukajadi,4.0,160,148,1600000000.0,1
murah jarang ada rumah murah di dikawasan bandung timur,antapani,antapani,4.0,350,202,1500000000.0,1
jual rumah bu di ahmad yani,antapani,antapani,5.0,220,158,2750000000.0,1
dijual rumah 2 lantai di area turangga,turangga,lengkong,7.0,200,164,4500000000.0,1
jual rumah murah di batununggal,batununggal,bandung kidul,4.0,160,200,2600000000.0,1
jual rumah murah di dago,dago,coblong,4.0,160,190,3850000000.0,1
rumah murah hitung tanah antapani,antapani,antapani,3.0,89,332,1800000000.0,1
rumah murah siap huni antapani,antapani,antapani,4.0,130,80,990000000.0,1
rumah murah siap huni antapani,antapani,antapani,3.0,90,113,900000000.0,1
dijual rumah siap huni baru renov di cibaduyut - bojong loa kidul,cibaduyut,bojongloa kidul,5.0,220,200,3300000000.0,1
dijual murah rumah kost dekat kampus widyatama cikutra,cikutra,cibeunying kidul,6.0,90,77,650000000.0,1
dijual rumah cocok untuk kostan cicendo dekat borma dakota pasteur,pasteur,sukajadi,5.0,120,67,600000000.0,1
"rumah minimalis modern kokoh
di setiabudhi regency",ledeng,cidadap,5.0,190,83,1680000000.0,1
budget 1man sudah dapat rumah mewah 2 lantai di kota bandung,rancasari,rancasari,3.0,80,72,1100000000.0,1
rumah baru 2 lantai cisaranten kulon,cisaranten kulon,arcamanik,3.0,105,100,1200000000.0,1
rumah di kawasan sejuk nyaman untuk tinggal,cigadung,cibeunying kaler,4.0,250,200,3000000000.0,1
jual rumah di jalan antapani,antapani,antapani,2.0,90,105,1100000000.0,1
dijual rumah siap huni di antapani,antapani,antapani,2.0,80,130,1950000000.0,1
dijual rumah siap huni di komplek arcamanik endah,arcamanik,arcamanik,4.0,90,99,1500000000.0,1
siap huni tki 3 bandung,kopo,bojongloa kaler,3.0,130,96,1150000000.0,1
rumah di dago village dengan kolam renang,dago,coblong,4.0,220,512,7500000000.0,1
rumah di komplek prv geger kalong,gegerkalong,sukasari,4.0,300,285,3900000000.0,1
rumah cantik rapih lingkungan tenang hrg murah,ledeng,cidadap,5.0,200,400,3600000000.0,1
"rumah megah minimalis exit tol buahbatu, univ. telkom, transmart",buahbatu,buahbatu,5.0,400,410,2500000000.0,1
rumah cantik bersih rapih murah,ledeng,cidadap,4.0,200,400,3600000000.0,1
dijual rumah kos di bandung,kiaracondong,kiaracondong,11.0,380,340,3750000000.0,1
rumah nyaman di buah batu square,batununggal,bandung kidul,2.0,90,81,1250000000.0,1
rumah siap huni di cigadung murah,cigadung,cibeunying kaler,5.0,300,213,2200000000.0,1
dijual rumah baru di sayap turangga,turangga,lengkong,4.0,150,130,2300000000.0,1
dijual rumah siap huni di setiabudi regency,ledeng,cidadap,6.0,330,255,2950000000.0,1
jual rumah bukit pakar timur dago,cidadap,cidadap,4.0,200,252,2700000000.0,1
dijual rumah tinggal terawat di cisitu dago,dago,coblong,7.0,782,300,6000000000.0,1
rumah view lokasi strategis dekat rsud ujung berung,ujungberung,ujungberung,2.0,50,60,497550000.0,1
jual rumah sayap kalipah apo,astana anyar,astana anyar,3.0,250,357,2100000000.0,1
rumah nyaman dan kompak daerah turangga,turangga,lengkong,5.0,210,184,3000000000.0,1
dijual rumah baru di kopo permai,kopo,bojongloa kaler,3.0,116,77,990000000.0,1
rumah ready stok lokasi cipamokolan bandung harga 650juta,margahayu utara,babakan ciparay,2.0,50,76,650000000.0,1
dijual rumah siap huni di cisaranten-arcamanik,arcamanik,arcamanik,3.0,77,176,1600000000.0,1
"brand new home
rumah baru di kawasan exclusive setra duta",sukajadi,sukajadi,5.0,200,133,3525000000.0,1
dijual rumah di buah batu bandung,buahbatu,buahbatu,5.0,250,232,5500000000.0,1
rumah mewah split level private pool di setramurni aman nyaman,sarijadi,sukasari,5.0,350,250,4800000000.0,1
rumah mewah asri cipaganti permai bandung,cipaganti,coblong,5.0,500,700,19000000000.0,1
rumah mewah & full view kawasan dago kotamadya bandung,dago,coblong,3.0,195,230,4598000000.0,1
rumah modern minimalis 2 lantai cocok untuk hunian atau investasi,cibiru,cibiru,3.0,52,60,539220000.0,1
dijual rumah di cigadung dago bandung,cigadung,cibeunying kaler,4.0,232,400,5900000000.0,1
dijual rumah hoki komplek mekar wangi,mekarwangi,bojongloa kidul,5.0,255,273,4600000000.0,1
rumah bandung 2 lantai siap huni view cantik,jatihandap,mandalajati,2.0,72,80,712000000.0,1
jual rumah siap huni di komplek elite batununggal,batununggal,bandung kidul,6.0,205,180,3600000000.0,1
dijual rumah dan kostan strategis di  ciumbeluit bandung,ciumbuleuit,cidadap,10.0,350,815,25000000000.0,1
rumah lama hitung tanah dekat tsb,malabar,lengkong,8.0,250,350,2500000000.0,1
rumah baru dijual di saturnus timur komplek margahayu raya,antapani,antapani,3.0,90,69,985000000.0,1
"dealkan segera, hunian nyaman diarea super tenang, setra duta, bandung",sarijadi,sukasari,4.0,195,144,2700000000.0,1
rumah murah sayap riau,bandung wetan,bandung wetan,6.0,587,638,16000000000.0,1
"jual rumah cassario town house, rancasari",rancasari,rancasari,3.0,88,112,1417090000.0,1
dijual rumah siap huni arcamanik,arcamanik,arcamanik,3.0,60,96,790000000.0,1
"rumah hitung tanah, turangga, buah batu, good location",turangga,lengkong,4.0,170,302,5200000000.0,1
"rumah tengah kota, kotabaru raya, sayap bkr, dekat taman tegalega",regol,regol,5.0,210,321,5600000000.0,1
rumah mewah murah di dago pakar,dago,coblong,8.0,436,590,7000000000.0,1
rumah baru ready bisa kpr komplek cisaranten arcamanik,arcamanik,arcamanik,3.0,70,95,850000000.0,1
dijual turun harga rumah mitra dago parahyangan antapani bandung,antapani,antapani,3.0,216,216,4200000000.0,1
cluster premium genova summarecon bandung,gedebage,gedebage,3.0,122,117,2661000000.0,1
rumah baru 2 lantai di pasirjati bandung,sekejati,buahbatu,2.0,45,72,650000000.0,1
dijual rumah siap huni di pusat kota sukaluyu pahlawan strategis,dago,coblong,4.0,180,90,1500000000.0,1
rumah murah type besar fullspek,kopo,bojongloa kaler,4.0,80,120,350000000.0,1
new rumah cahaya  tipe ilona harga perdana,rancasari,rancasari,3.0,80,72,1385520000.0,1
rumah di kota bandung 2 lantai dekat upi cibiru 05,arcamanik,arcamanik,2.0,50,60,512000000.0,1
di jual rumah siap huni di suryalaya,batununggal,bandung kidul,4.0,350,325,3500000000.0,1
new rumah cahaya ilona - grand sharon residence bandung,rancasari,rancasari,3.0,80,72,1197000000.0,1
rumah indent  dan siap huni cluster almaas 3,kopo,bojongloa kaler,2.0,40,60,261000000.0,1
"dijual rumah di jl. pager sari, bojong koneng atas",regol,regol,4.0,200,284,2700000000.0,1
dijual rumah di jl. cipaku indah i - bandung,cidadap,cidadap,5.0,600,1100,14000000000.0,1
"rumah gegerkalong hilir, bandung",sukasari,sukasari,8.0,352,980,11000000000.0,1
rumah area grand sharon residence bandung,rancasari,rancasari,2.0,70,105,1000000000.0,1
"dijual rumah bergaya apartemen di setra duta, furnished, siap pakai",sukasari,sukasari,3.0,225,76,2600000000.0,1
rumah minimalis di cluster pesona cisaranten indah,arcamanik,arcamanik,3.0,120,150,1250000000.0,1
rumah murah di bandung timur type scandinavia,cisaranten kulon,arcamanik,2.0,45,72,550000000.0,1
dijual rumah terawat siap huni di batununggal,batununggal,bandung kidul,6.0,254,268,2700000000.0,1
rumah baru 2 lantai di pasirjati cijambe bandung,dago,coblong,2.0,45,72,550000000.0,1
dijual rumah terawat nyaman dan aman di jalan kembar bandung,regol,regol,4.0,200,289,3200000000.0,1
dijual rumah terawat nyaman dan aman di jalan kembar bandung,regol,regol,4.0,500,200,3200000000.0,1
rumah bagus multi fungsi di jalan kembar baru bandung,regol,regol,3.0,550,357,3750000000.0,1
"rumah murah no debat, lokasi dekat bandung, bisa kpr dibantu",cijerah,bandung kulon,2.0,38,51,150000000.0,1
"rumah dengan kolam renang di area dago resort, dago village",dago,coblong,3.0,158,308,4701960000.0,1
dijual rumah tinggal jl. budisari shm,ledeng,cidadap,4.0,350,350,3100000000.0,1
rumah di summarecon cluster dayana,gedebage,gedebage,2.0,66,66,1350000000.0,1
rumah di sudirman dekat pasar andir rumah tinggal atau tempat kerja,andir,andir,3.0,360,536,3990000000.0,1
rumah murah siap huni di antapani bandung,antapani,antapani,3.0,100,108,1090000000.0,1
rumah 2 lantai jl. deleg area burangrang siap lelang dan ajb,lengkong,lengkong,2.0,81,96,1200000000.0,1
dijual rumah minimalis bagus di cigadung,cigadung,cibeunying kaler,4.0,180,126,2000000000.0,1
"rumah 2 lantai di jalan setiabudi regency, bandung",ledeng,cidadap,3.0,200,360,5500000000.0,1
"rumah baru 2 lantai di jalan budi indah, bandung utara",ledeng,cidadap,5.0,200,450,6800000000.0,1
rumah raya kopo termurah jual rugi dekat peta,kopo,bojongloa kaler,5.0,738,523,9000000000.0,1
rumah murah dengan halaman luas sayap dago.jarang ada,dago,coblong,4.0,350,1980,9975000000.0,1
jual rumah vila sejuk dg kolam dan mataair di pasirimpun atas,pasir impun,mandalajati,2.0,160,1262,1425000000.0,1
dijual rumah mewah dikawasan elit resor dago pakar bandung,dago,coblong,4.0,314,327,6423000000.0,1
"rumah minimalis klasik pasir salam, buahbatu. pusat kota, siap huni",buahbatu,buahbatu,6.0,202,300,2985000000.0,1
rumah baru lokasi strategi tengah  kota bandung jl turangga,turangga,lengkong,4.0,160,101,2100000000.0,1
dijual cepat rumah 2 lt di padasuka dekat cikutra surapati dan pusdai,antapani,antapani,2.0,61,71,750000000.0,1
"rumah klasik. rancamanyar, batununggal. siap huni, good location",buahbatu,buahbatu,5.0,193,193,2400000000.0,1
rumah semi furnish terawat harga bawah pasaran  sayap bkr kota bandung,regol,regol,6.0,400,204,4999000000.0,1
rumah sayap pungkur murah,pungkur,regol,3.0,90,100,1100000000.0,1
rumah baru on progress 2lt mini clus di cijaura buah batu kotabandung,buahbatu,buahbatu,2.0,78,85,950000000.0,1
rumah baru di tengah kota bandung turangga,turangga,lengkong,5.0,210,124,2400000000.0,1
"rumah mewah harganya cuma segini loh ada dimana lagi, slot terbatas",turangga,lengkong,3.0,350,265,3900000000.0,1
rumah di arcamanik kota bandung dekat antapani dan padasuka cikutra,arcamanik,arcamanik,2.0,71,61,770025800.0,1
dijual rumah 2 lantai siap huni di area dago pakar,dago,coblong,5.0,265,330,5500000000.0,1
pesona cihanjuang living rumah 2 lt dkt sariwangi polban sudah shm,antapani,antapani,2.0,38,64,550000000.0,1
hot listing bisa langsung survey rumah mewah ini loh,dago,coblong,4.0,520,400,11800000000.0,1
rumah murah cisaranten kulon arcamanik bandung timur,cisaranten kulon,arcamanik,4.0,110,120,1100000000.0,1
launching rumah 2 lantai di ciwaruga atas dkt gegerkalong setiabudi,sukajadi,sukajadi,2.0,53,64,739000000.0,1
"rumah hook modern. komplek favorite, good location, siap huni.",cihaurgeulis,cibeunying kaler,6.0,340,294,4300000000.0,1
runah murah cisaranten kulon arcamanik bandung timur,cisaranten kulon,arcamanik,3.0,70,95,850000000.0,1
"rumah setra duta cluster elite hadap timur 2,5 lantai siap huni",sukasari,sukasari,4.0,427,352,8750000000.0,1
rumah di soma residence,kiaracondong,kiaracondong,3.0,100,108,1300000000.0,1
"jual cepat rumah di taman holis,",bandung kulon,bandung kulon,5.0,160,105,1000000000.0,1
dijual cepat rumah 500 jutaan di buahbatu bojongsoang batununggal,batununggal,bandung kidul,2.0,40,68,550000000.0,1
jual rumah cantik ala villa with pool kolam renang di cigadung dago at,dago,coblong,5.0,228,204,4300000000.0,1
rumah baru keren sayap soekarno hatta leuwipanjang murah terbatas,bojongloa kidul,bojongloa kidul,3.0,102,72,1500000000.0,1
rumah minimalis di gegerkalong permai,sukajadi,sukajadi,3.0,300,500,5800000000.0,1
karasak sayap moh toha,karasak,astana anyar,2.0,30,35,185000000.0,1
rumah dijual minimalis siap huni buahbatu,buahbatu,buahbatu,2.0,40,1,1050000000.0,1
rumah town house di kopo lanud sulaeman  bandung,kopo,bojongloa kaler,3.0,65,55,870650000.0,1
siap huni posisi huuk masuk mobil,cibaduyut,bojongloa kidul,2.0,35,50,170000000.0,1
"kotak 12x25, rumah terawat siap huni, komplek griya raya, dekat ke tol pasteur",pasteur,sukajadi,5.0,500,372,9000000000.0,1
rumah mainroad di sukamulya indah lm 24 taman depanbelakang luas,pasteur,sukajadi,5.0,600,908,10000000000.0,1
rumah di lembah sukaresmi kotak 22 x 40 hadap utara terawat,sukajadi,sukajadi,8.0,1,878,10500000000.0,1
"rumah di batik rengganis – cikutra, kotak 13x23, shm, jarang ada",cikutra,cibeunying kidul,9.0,400,300,5000000000.0,1
dijual rumah murah cisaranten siap huni luas tanah 95,cisaranten kulon,arcamanik,2.0,45,95,670000000.0,1
jual rumah di pondok hijau,gegerkalong,sukasari,4.0,320,284,4200000000.0,1
rumah di buah batu regency,batununggal,bandung kidul,3.0,250,168,2100000000.0,1
jual cepat rumah di grand sharon kota bandung siap huni & nyaman,buahbatu,buahbatu,2.0,45,78,795000000.0,1
rumah industrial di antapani,antapani,antapani,4.0,200,122,2400000000.0,1
jl aceh - riau martadinata kawasan bisnis jarang ada kotak 18x41,bandung wetan,bandung wetan,5.0,450,665,35000000000.0,1
dijual rumah mewah murah komplek turangga bandung,malabar,lengkong,4.0,208,337,4900000000.0,1
rumah di komplek batununggal mulia,batununggal,bandung kidul,4.0,150,180,2600000000.0,1
"rumah di pusat kota bandung sayap riau, jalan pudak",bandung wetan,bandung wetan,6.0,638,587,18000000000.0,1
rumah 2 lantai dp 20 jt margacinta ciwastra buah batu bandung kota,buahbatu,buahbatu,3.0,50,60,664567000.0,1
rumah di antapani murah harga under 1 m,antapani,antapani,3.0,107,68,900000000.0,1
dijual rumah murah terawat di sukaluyu bandung,sukaluyu,cibeunying kaler,6.0,250,364,4500000000.0,1
rumah murah dijual cepat di arcamanik bandung,arcamanik,arcamanik,2.0,90,133,1000000000.0,1
dijual rumah baru di cisaranten arcamanik,arcamanik,arcamanik,2.0,60,100,770000000.0,1
jual rumah baru pasanggrahan cipadung,panyileukan,panyileukan,3.0,170,155,1400000000.0,1
dijual rumah baru murah di mekar wangi singgasana pradana,mekarwangi,bojongloa kidul,5.0,150,150,2950000000.0,1
rumah dijual murah di pasteur bandung,pasteur,sukajadi,5.0,350,489,5500000000.0,1
rumah luas dalam cluster antapani dekat jalan jakarta,antapani,antapani,6.0,190,278,2150000000.0,1
rumah murah lokasi terbaik di turangga bandung kota,turangga,lengkong,5.0,200,280,3100000000.0,1
rumah lama murah hitung tanah di turangga buahbatu bandung,turangga,lengkong,5.0,200,243,2200000000.0,1
dijual rumah lama terawat antapani posisi hoek,antapani,antapani,5.0,190,231,1600000000.0,1
rumah siap huni komplek elite buah batu regency,buahbatu,buahbatu,4.0,200,377,4500000000.0,1
"rumah bagus, terawat bangunan tahun 2022 baru di huni 1 tahun",cisaranten wetan,cinambo,3.0,153,110,1650000000.0,1
"dijual rumah minimalis, antapani jln karang asem lingkungan aman nyamn",antapani,antapani,4.0,150,232,1650000000.0,1
"rumah bagus di gerlong, lokasi strategis, jarang ada",gegerkalong,sukasari,5.0,300,201,2150000000.0,1
town house di sayap bkr - sayap karapitan,lengkong,lengkong,3.0,135,90,1850000000.0,1
rumah murah buah batu regency dekat tol buah batu,batununggal,bandung kidul,4.0,160,158,2150000000.0,1
di jual rumah minimalis di batununggal,batununggal,bandung kidul,3.0,160,102,1750000000.0,1
rumah modern terawat di lokasi strategis,pasirluyu,regol,7.0,350,204,3000000000.0,1
jual rumah di sritunggal,astana anyar,astana anyar,3.0,150,175,2400000000.0,1
rumah di arcamanik cisaranten bebas banjir sudah shm lokasi msuk mobil,antapani,antapani,2.0,70,60,770056800.0,1
iluvia cluster rumah di arcamanik antapani masuk mobil dekat padasuka,antapani,antapani,2.0,70,66,770058900.0,1
dijual rumah di abadi regency kota bandung (bandung utara) bagus,sukasari,sukasari,3.0,282,307,3500000000.0,1
pharmindo  bandung,cijerah,bandung kulon,5.0,212,297,2300000000.0,1
"riau mainroad - bandung kota, shm, lokasi prime, murah",bandung wetan,bandung wetan,6.0,300,1100,52000000000.0,1
"cluster antapani - bandung kota, siap huni, murah, lingkungan bagus",antapani,antapani,2.0,45,72,825000000.0,1
"turangga buahbatu bandung kota, belakang horizon, murah, hitung tanah",turangga,lengkong,3.0,200,224,3000000000.0,1
"cisangkuy - diponegoro - dago - bandung kota, u/ usaha/ cafe, best loc",dago,coblong,4.0,600,800,30500000000.0,1
rumah murah siap huni di grandsharon rancasari soekarno hatta bandung,rancasari,rancasari,2.0,45,78,850000000.0,1
rumah murah turangga buahbatu dekat tsm,turangga,lengkong,4.0,126,120,1650000000.0,1
rumah baru mininalis harga murah antapani dekat jl jakarta,antapani,antapani,4.0,130,80,990000000.0,1
jual rumah lux cantik dan mewah di komplek cigadung dago,dago,coblong,5.0,228,204,4300000000.0,1
promo spesial 12.12 rumah resort modern depan wahoo waterworld,sukaluyu,cibeunying kaler,3.0,75,84,866000000.0,1
rumah 2 lantai komplek pharmindo cijerah cimahi,cijerah,bandung kulon,7.0,222,243,1790000000.0,1
dijual cepat rumah lokasi strategis dkt tol pasteur di sarijadi bdg,sarijadi,sukasari,4.0,72,98,700000000.0,1
"b.u dijual rumah nyaman 2,5 lantai siap huni di sarijadi kota bdg",sarijadi,sukasari,5.0,150,95,1900000000.0,1
rumah resort modern bandung 5 juta bisa pilih unit,cibeunying kaler,cibeunying kaler,3.0,75,84,895000000.0,1
rumah hitung tanah sukajadi karang layung dekat mall pvj,sukajadi,sukajadi,6.0,300,825,12000000000.0,1
rumah murah di arcamanik,antapani,antapani,3.0,116,283,1999000000.0,1
"rumah asri terawat dan strategis siap huni di cikutra, kota bandung",cikutra,cibeunying kidul,5.0,225,240,2900000000.0,1
